gene	sperm_syn	sperm_mis	sperm_stopgain	is_cRDHGs	is_DD	is_ASD	is_OG	non_nsite	mis_nsite	ssite
XKR8	0	0	1	False	False	False	True	7.181416999999999e-07	1.2634213099999984e-05	6.368827499999994e-06
EXOC8	0	0	1	False	False	False	True	9.595351999999995e-07	1.854746330000002e-05	7.785995600000004e-06
FUT7	0	2	0	False	False	False	True	1.1261160000000001e-06	1.7116668200000014e-05	6.978642699999999e-06
AMDHD2	1	2	0	False	False	False	True	2.829227999999999e-07	1.6724761600000013e-05	8.7666343e-06
CYTH3	0	1	0	False	False	False	True	5.242172999999998e-07	1.2330918299999993e-05	5.559072300000001e-06
ATP5MGL	0	0	0	False	False	False	True	1.5038010000000002e-07	2.9032380999999985e-06	1.2512632999999998e-06
GPR17	0	1	0	False	False	False	True	3.129130999999999e-07	1.2990418300000021e-05	5.925088400000003e-06
C10orf62	0	0	0	False	False	False	True	1.8887910000000005e-07	7.038667600000005e-06	2.888057100000001e-06
SOCS7	1	1	0	False	False	False	True			
ZBTB7C	1	1	0	False	False	False	True	4.6248250000000007e-07	2.0574912300000003e-05	1.02975695e-05
PTPRU	2	3	0	False	False	False	True	2.1060078999999997e-06	5.495048780000011e-05	2.380821039999996e-05
CEP170B	1	6	0	False	False	False	True	2.0749441e-06	7.254080510000029e-05	3.334987599999994e-05
PEX11A	1	1	0	False	False	False	True	6.183395999999997e-07	6.717721099999998e-06	2.2514772999999994e-06
SPDYA	0	0	0	False	False	False	True	4.5377219999999985e-07	7.824618699999992e-06	2.4846227e-06
PSPN	1	0	0	False	False	False	True	3.956961e-07	7.620032599999992e-06	3.4085164000000007e-06
MYDGF	0	0	0	False	False	False	True	1.797878e-07	5.151047400000009e-06	2.8134828999999996e-06
SNAPC5	0	0	0	False	False	False	True	9.808890000000003e-08	2.4067058e-06	1.0240197999999999e-06
MMP16	2	1	0	False	False	False	True	1.0259534000000008e-06	1.7601638199999995e-05	6.105079899999997e-06
ENSG00000258691	0	0	0	False	False	False	True	1.2239489999999999e-07	2.8524455000000016e-06	9.953720000000003e-07
RP1	1	5	1	False	False	False	True	2.6769238999999988e-06	5.3642782800000316e-05	1.958506509999997e-05
WEE1	0	1	0	False	False	False	True	1.2408732000000007e-06	1.8635098299999946e-05	7.72663079999999e-06
FAM222A	1	1	0	False	False	False	True	4.18638e-07	1.9214710299999996e-05	1.0548079299999994e-05
ZNF423	3	3	0	False	False	False	True	1.3608550999999989e-06	5.2180190700000176e-05	2.6502280300000002e-05
CCBE1	0	0	0	False	False	False	True	5.652868e-07	1.34348062e-05	5.569084899999993e-06
ZNF397	1	1	0	False	False	False	True	1.0085082000000003e-06	1.3075627699999994e-05	4.5450222000000065e-06
NECTIN1	1	1	0	False	False	False	True	6.830218000000001e-07	1.910706739999996e-05	8.415129700000011e-06
IGSF9	2	0	0	False	False	False	True	2.3548727e-06	4.043925609999994e-05	1.6556091000000045e-05
OR2T33	0	0	0	False	False	False	True	1.357257e-07	5.406419600000003e-06	2.5228341999999993e-06
CNPY3	0	0	0	False	False	False	True	3.217025e-07	7.102920900000005e-06	3.635128799999999e-06
H3C8	0	0	0	True	False	False	False	1.6371850000000002e-07	4.344761400000004e-06	1.8057599999999997e-06
OLFML1	0	0	0	False	False	False	True	9.345655e-07	1.14720486e-05	4.095901800000002e-06
SIX4	1	2	0	False	False	False	True	7.755310000000005e-07	2.0143045899999957e-05	9.046471399999994e-06
ATP5PD	0	0	0	False	False	False	True	3.0815209999999996e-07	3.703151700000003e-06	1.4271753999999994e-06
MYL6B	0	0	0	False	False	False	True	3.286400000000001e-07	5.8547847999999926e-06	2.8245133999999976e-06
DENND2A	2	0	0	False	False	False	True	1.4747448999999999e-06	3.192066280000012e-05	1.4248913600000016e-05
MLN	0	0	0	False	False	False	True	1.0443339999999999e-07	3.4584858999999938e-06	1.4935590000000003e-06
RPL3L	2	3	0	False	False	False	True	5.345342000000001e-07	1.7977320600000013e-05	7.806049499999991e-06
KIF22	0	0	0	False	False	False	True	9.652168000000003e-07	2.0694895300000076e-05	7.181114800000001e-06
DNM1	0	0	0	False	True	False	False	1.2835432999999994e-06	2.9420730300000052e-05	1.2485109299999976e-05
EFNA3	0	0	0	False	False	False	True	2.646728000000001e-07	6.7257115000000055e-06	3.3270035999999966e-06
MAK16	0	1	0	False	False	False	True	7.916693000000001e-07	8.314140700000013e-06	2.967873100000001e-06
AGRP	0	0	0	False	False	False	True	2.269673e-07	4.032122799999998e-06	1.6633543000000007e-06
GULP1	0	0	0	False	False	False	True	3.1345960000000014e-07	7.5985239000000034e-06	2.8290908999999993e-06
PDGFRB	0	4	0	False	False	False	True	1.5530648999999995e-06	4.030166360000007e-05	1.9320345400000012e-05
SPATA6	1	1	0	False	False	False	True	1.0158755999999992e-06	1.38248287e-05	5.599300699999989e-06
F7	0	2	0	False	False	False	True	6.937307000000002e-07	1.748891460000001e-05	8.803756999999998e-06
PEMT	1	0	0	False	False	False	True	2.8746040000000003e-07	8.597659399999997e-06	4.744603700000008e-06
FAM228A	0	0	0	False	False	False	True	3.4187639999999985e-07	4.809927699999996e-06	1.9818785e-06
EPN2	1	1	0	False	False	False	True	1.1677747999999995e-06	2.3149225100000026e-05	1.0590264100000002e-05
EDEM2	1	1	0	False	False	False	True	9.643232e-07	1.741135270000004e-05	8.092095e-06
MACO1	0	0	0	False	False	False	True	1.1676031999999992e-06	1.8440565900000054e-05	7.372446800000003e-06
USP17L22	0	0	0	False	False	False	True			
USP40	2	2	0	False	False	False	True	2.1333218999999994e-06	3.343820880000001e-05	1.3839634600000008e-05
EMC3	0	0	0	False	False	False	True	5.959772e-07	7.291803899999985e-06	2.7379385000000004e-06
CHCHD6	0	0	0	False	False	False	True	3.2240889999999997e-07	7.999033999999989e-06	3.123433300000003e-06
ENSG00000244255	1	4	0	False	False	False	True			
FOXH1	0	0	0	False	False	False	True	5.150651999999999e-07	1.1087328399999979e-05	4.844884899999997e-06
BIRC2	1	0	0	False	False	False	True	9.793710000000001e-07	1.5139235300000018e-05	5.432684099999996e-06
SOGA3	0	1	0	False	False	False	True	1.0386625999999995e-06	2.6431898500000013e-05	1.1700766799999991e-05
CRYGC	1	0	0	False	False	False	True	3.4034270000000004e-07	6.606551000000007e-06	2.2960697999999992e-06
CALHM4	0	0	0	False	False	False	True	4.555716e-07	8.182319399999995e-06	3.205547599999999e-06
PCLO	4	15	1	False	False	False	True	8.740759100000007e-06	0.00013645971220000005	5.011212060000016e-05
FAM124A	2	1	0	False	False	False	True	7.008608999999997e-07	1.6667788299999978e-05	7.942116300000005e-06
BARD1	2	0	0	False	False	False	True	1.2160665999999999e-06	2.0468156699999938e-05	7.746577399999996e-06
VWCE	1	0	0	False	False	False	True	1.8580291999999988e-06	3.128047590000005e-05	1.5015264400000001e-05
TAF13	0	0	0	False	False	False	True	4.866835e-07	3.0489679999999982e-06	9.033688999999997e-07
MT1E	0	0	0	False	False	False	True	1.9429469999999998e-07	3.2795426999999996e-06	1.6894025999999998e-06
RAVER1	0	1	0	False	False	False	True	8.910492999999996e-07	2.8332703300000014e-05	1.4589121799999976e-05
DNAJC8	0	0	0	False	False	False	True	6.908323e-07	6.8991652999999855e-06	2.293594299999996e-06
ZKSCAN3	1	3	0	False	False	False	True	1.0483132999999997e-06	1.3056904400000026e-05	5.578370599999998e-06
C1QTNF5	0	0	0	False	False	False	True	2.369611e-07	7.355926700000001e-06	3.754975200000001e-06
ADM5	0	0	0	False	False	False	True	2.0072150000000008e-07	4.2526764e-06	2.0243874000000005e-06
HSBP1	0	0	0	False	False	False	True	9.262820000000001e-08	2.1922732000000004e-06	7.883535999999999e-07
FGF12	1	0	0	False	True	False	False	2.9700699999999995e-07	5.099995599999995e-06	1.9512972000000007e-06
GKN1	1	1	0	False	False	False	True	1.769408e-07	4.9953908000000035e-06	2.1196796999999994e-06
OR7D4	1	1	0	False	False	False	True	1.8812419999999998e-07	8.402059400000006e-06	4.000343399999997e-06
ADAMTS2	0	7	0	False	False	False	True	1.5166413999999992e-06	4.961225199999995e-05	2.3816656099999956e-05
SELL	0	0	0	False	False	False	True	6.618144000000001e-07	9.131070899999987e-06	3.4106349999999982e-06
TCN1	0	1	0	False	False	False	True	4.6833e-07	1.1894256900000015e-05	5.033005300000002e-06
TRAF3IP2	1	2	0	False	False	False	True	1.1608296000000004e-06	1.6815638200000023e-05	7.147267300000003e-06
CER1	0	0	0	False	False	False	True	2.246269e-07	7.36806120000002e-06	3.147613099999998e-06
IFT43	0	0	0	False	False	False	True	4.454202000000001e-07	6.9550588000000036e-06	2.8657668000000004e-06
MGARP	0	0	0	False	False	False	True	1.6413880000000005e-07	6.776957400000009e-06	2.963666600000001e-06
SOCS1	1	0	0	False	False	False	True	1.66984e-07	6.493612200000003e-06	2.9744879999999993e-06
C2CD3	2	4	1	False	False	False	True	3.833825299999998e-06	6.0942088599999747e-05	2.3518340700000046e-05
HNF1A	1	2	1	False	False	False	True	9.112675000000001e-07	2.213185659999999e-05	1.1699612200000005e-05
CACNG3	0	0	0	False	False	False	True	6.132201999999999e-07	1.1031445000000006e-05	4.709133700000003e-06
ADIPOR2	1	1	0	False	False	False	True	6.474231e-07	1.0931047799999987e-05	3.7912023999999988e-06
GNG7	0	0	0	False	False	False	True	4.37e-08	2.569008199999999e-06	9.931354000000002e-07
STX17	0	0	0	False	False	False	True	6.871753e-07	7.703907299999993e-06	2.4850719000000003e-06
EBF3	1	2	0	False	True	True	False	7.984386000000001e-07	2.1099720699999956e-05	9.931083900000005e-06
PARP16	0	0	0	False	False	False	True	6.824387000000002e-07	9.670829600000015e-06	4.529758899999996e-06
EGLN1	0	1	0	False	False	False	True	6.699606e-07	1.334981560000001e-05	6.059262700000003e-06
FAM234B	2	1	0	False	False	False	True	1.1381608999999998e-06	1.889554839999998e-05	8.631163799999988e-06
ZC3H18	2	5	0	False	False	False	True	1.811024200000001e-06	3.7929797499999885e-05	1.661738640000001e-05
LINGO4	1	1	0	False	False	False	True	6.438992999999997e-07	1.7343099099999992e-05	6.8373339999999935e-06
UROD	1	1	0	False	False	False	True	5.800825e-07	1.0516555100000024e-05	3.7653751999999964e-06
ZEB2	1	5	0	False	True	False	False	1.7202762999999975e-06	3.3167285099999946e-05	1.3324620699999995e-05
FBRS	1	2	0	False	False	False	True	9.756922999999996e-07	3.672519189999999e-05	1.7397617299999965e-05
FCRLB	0	0	0	False	False	False	True	5.767657e-07	1.1897580300000023e-05	5.322157400000001e-06
PLPPR3	1	1	0	False	False	False	True	6.017374e-07	2.5671219299999982e-05	1.4503542199999997e-05
DBX2	0	0	0	False	False	False	True	5.194675e-07	9.806285800000007e-06	3.989367400000003e-06
GABPB2	1	0	0	False	False	False	True	8.201100000000005e-07	1.1455030700000018e-05	4.313584999999996e-06
F11	1	3	0	False	False	False	True	9.458020999999999e-07	1.698890720000003e-05	7.88832299999999e-06
PPP1R14C	0	0	0	False	False	False	True	2.290047e-07	4.6377889000000015e-06	1.887217699999999e-06
LENEP	0	0	0	False	False	False	True	1.5458949999999997e-07	2.1446439000000027e-06	7.275425e-07
NRBP2	1	1	0	False	False	False	True	6.939548999999996e-07	1.6952845399999967e-05	7.365345799999993e-06
CCDC88B	0	4	0	False	False	False	True	2.6985813999999997e-06	5.466873409999976e-05	2.206269599999998e-05
CARHSP1	0	2	0	False	False	False	True	1.0426970000000002e-07	6.021448799999993e-06	2.588762000000003e-06
CXXC4	0	1	0	False	False	False	True	3.6600109999999983e-07	1.0376822699999995e-05	4.5355991999999965e-06
ADAMTS6	0	0	0	False	False	False	True	2.0260304000000016e-06	3.138393489999997e-05	1.0570306100000006e-05
MGLL	0	0	0	False	False	False	True	2.1551409999999995e-07	1.0619237599999997e-05	5.293069399999999e-06
FSTL3	0	0	0	False	False	False	True	3.5390890000000016e-07	8.917780700000006e-06	4.444414400000003e-06
DACT3	0	2	0	False	False	False	True	6.011107999999996e-07	2.0512625299999984e-05	9.564279999999998e-06
CCN5	0	1	0	False	False	False	True	5.101930999999999e-07	1.018613379999999e-05	4.157164799999999e-06
TMC5	1	1	0	False	False	False	True	1.562704700000001e-06	2.7621585800000032e-05	1.1005314099999972e-05
CISH	0	2	0	False	False	False	True	5.118042000000001e-07	1.0013117600000029e-05	3.825881199999999e-06
DDX25	0	2	0	False	False	False	True	1.0121751000000005e-06	1.4361513599999988e-05	5.129528800000005e-06
EMC9	0	0	0	False	False	False	True	3.420323999999999e-07	6.45383179999999e-06	2.2248091000000015e-06
PCDHB2	0	1	1	False	False	False	True	6.255698000000002e-07	1.822002309999999e-05	8.25421210000001e-06
HECW1	3	5	0	False	False	False	True	3.1302229000000044e-06	5.460431520000002e-05	2.375873140000004e-05
LRRFIP1	1	0	0	False	False	False	True	8.927084999999996e-07	2.0278071400000022e-05	8.267006899999993e-06
C1orf116	1	1	0	False	False	False	True	8.697529e-07	1.825368319999999e-05	7.1382075e-06
ZNF529	1	0	0	False	False	False	True	9.725317000000004e-07	1.4564822400000002e-05	4.768050600000002e-06
PSMC6	0	0	0	False	False	False	True	5.218949000000002e-07	1.0755184500000006e-05	3.482951099999998e-06
TCAIM	0	0	0	False	False	False	True	7.728e-07	1.2227475900000004e-05	4.232828899999999e-06
RBBP6	1	3	0	False	False	False	True	3.892624100000006e-06	5.217992419999985e-05	1.772847060000001e-05
STAT5B	0	0	0	False	False	False	True	1.2856593999999995e-06	2.2969981499999957e-05	9.870660299999984e-06
ZNF221	0	1	0	False	False	False	True	1.5580203e-06	1.6103286799999997e-05	5.4275496e-06
C1orf74	0	1	0	False	False	False	True	4.3488789999999995e-07	6.712201299999994e-06	2.571060999999998e-06
PRSS51	0	0	0	False	False	False	True	4.817246000000002e-07	7.640522899999999e-06	3.3120857000000024e-06
LCT	5	6	0	False	False	False	True	2.8339157000000016e-06	5.7811309400000106e-05	2.671019780000003e-05
GASK1A	2	3	0	False	False	False	True	8.995811000000005e-07	1.968041170000009e-05	8.380799699999998e-06
FHOD1	3	4	0	False	False	False	True	1.1981580000000006e-06	4.035220210000002e-05	1.5316601500000023e-05
ENSG00000290263	0	2	0	False	False	False	True	1.3969054999999997e-06	2.1738720500000093e-05	8.745434099999999e-06
ACTN2	1	1	0	False	False	False	True	1.2467669000000007e-06	2.9241591799999945e-05	1.2988835799999994e-05
PSMC3IP	0	0	0	False	False	False	True	2.846697e-07	5.447519399999998e-06	2.3937771999999993e-06
WNT3	0	0	0	False	False	False	True			
GABRA2	0	1	0	False	False	False	True	6.885389e-07	1.1241109499999987e-05	4.166248299999998e-06
SLC13A4	1	0	0	False	False	False	True	5.80177e-07	1.8205481399999998e-05	9.477024400000005e-06
SPATA22	0	1	1	False	False	False	True	8.682548999999998e-07	9.477472800000005e-06	3.6870082999999975e-06
PSEN1	0	1	0	False	False	False	True	7.375138000000001e-07	1.2288018999999971e-05	4.985553899999998e-06
FAM222B	1	9	0	False	False	False	True	1.0367459000000004e-06	2.001587619999999e-05	9.39652100000001e-06
UHMK1	1	0	0	False	False	False	True	5.240824999999999e-07	1.0731511899999975e-05	4.525507099999999e-06
CREG1	0	1	0	False	False	False	True	2.9396199999999997e-07	5.8949135000000054e-06	2.8189538000000006e-06
MMP15	0	1	0	False	False	False	True	1.2408456999999994e-06	2.955439430000003e-05	1.315227030000001e-05
HMGB4	0	1	0	False	False	False	True	4.510915e-07	5.615284899999997e-06	2.1798781000000015e-06
GLMN	0	0	0	False	False	False	True	8.855362000000003e-07	1.2175423999999993e-05	4.289814000000002e-06
CERS4	0	1	0	False	False	False	True	7.275980999999996e-07	1.2832416900000028e-05	6.0357325999999985e-06
POGK	1	0	0	False	False	False	True	1.0550412999999995e-06	2.0318540499999908e-05	8.278419299999999e-06
BEST4	1	0	0	False	False	False	True	5.594504000000001e-07	1.4244352000000002e-05	6.366356899999998e-06
CLTC	0	1	0	False	True	False	False	2.7996345000000017e-06	4.542939029999996e-05	1.4570145100000013e-05
XRN2	0	2	0	False	False	False	True	1.9003471999999995e-06	2.618894110000004e-05	8.335953400000004e-06
KRT33A	1	2	0	False	False	False	True			
SAMD3	0	0	0	False	False	False	True	1.1361793000000005e-06	1.2598705200000024e-05	5.013727900000007e-06
PTPRH	0	1	0	False	False	False	True	1.8341774999999999e-06	3.427982320000013e-05	1.704349979999998e-05
TNK1	0	1	0	False	False	False	True	7.589785999999997e-07	2.230028e-05	9.074820300000013e-06
NT5C1A	0	0	0	False	False	False	True	5.900104000000002e-07	1.4265100599999959e-05	6.231497099999996e-06
COMMD2	0	1	0	False	False	False	True	3.255886e-07	4.615058699999997e-06	1.8661729000000002e-06
LYRM7	0	0	0	False	False	False	True	1.0933039999999998e-07	2.129725200000002e-06	7.395760999999998e-07
SPINK13	0	0	0	False	False	False	True	2.0260250000000002e-07	2.638654899999998e-06	6.422118000000004e-07
PRKCE	0	0	0	False	False	False	True	1.1016831999999998e-06	2.5083174900000024e-05	1.0963970099999983e-05
HPS1	1	1	0	False	False	False	True	1.0041493999999995e-06	2.5098710399999994e-05	1.1932656400000006e-05
CEP295NL	2	4	0	False	False	False	True	9.552348e-07	2.0187908099999923e-05	9.172594300000015e-06
TTC32	0	0	0	False	False	False	True	1.801896e-07	3.724087599999997e-06	1.4082441000000004e-06
MRPS9	0	0	0	False	False	False	True	8.628752999999998e-07	1.1053034399999993e-05	4.306490299999997e-06
TMEM225B	0	1	0	False	False	False	True	3.6129980000000005e-07	5.661847600000004e-06	3.0138504999999984e-06
CSF1	0	0	0	False	False	False	True	5.918044999999999e-07	1.6465698299999997e-05	7.764510200000007e-06
CCR2	1	2	0	False	False	False	True	5.872198000000001e-07	1.0513042000000002e-05	5.084652399999999e-06
BIN3	1	0	0	False	False	False	True	4.521677000000001e-07	8.631719800000004e-06	3.465315700000001e-06
RFX1	0	2	0	False	False	False	True	1.3762416e-06	3.524290029999999e-05	1.9365310000000013e-05
MAP3K3	0	1	0	False	False	False	True	1.3353271999999989e-06	2.3852925800000018e-05	8.928543000000002e-06
NFE2L2	2	7	0	False	False	False	True	8.117068000000002e-07	1.6105145600000012e-05	6.147259200000004e-06
ETNPPL	0	0	0	False	False	False	True	5.650952e-07	1.2770975799999993e-05	5.4172564999999966e-06
RNF32	1	1	0	False	False	False	True	6.855892999999999e-07	1.034622110000001e-05	4.075345500000002e-06
MTUS1	1	2	0	False	False	False	True	1.7613646000000001e-06	3.358882150000001e-05	1.4196618999999996e-05
IL11RA	0	0	0	False	False	False	True	7.565164000000001e-07	1.3445080300000001e-05	5.268674999999999e-06
PEDS1-UBE2V1	1	1	0	False	False	False	True	7.614673000000001e-07	1.1964697999999992e-05	4.9275465999999995e-06
TRMT44	2	2	0	False	False	False	True	1.2592318000000003e-06	2.224394249999997e-05	9.451260900000006e-06
MFSD4B	0	0	0	False	False	False	True	7.553025e-07	1.338065829999998e-05	5.670036500000008e-06
PRPH2	2	0	0	False	False	False	True	5.294404000000001e-07	1.07105465e-05	5.4847813999999965e-06
ENSG00000264058	0	0	0	False	False	False	True	5.517983999999999e-07	7.557241400000009e-06	2.7518613000000014e-06
TENT5B	0	2	0	False	False	False	True	4.5866800000000017e-07	1.77258494e-05	7.881508299999989e-06
TMEM132E	0	2	0	False	False	False	True	1.1253676999999996e-06	3.656931599999993e-05	1.7755140299999993e-05
TNFRSF10D	0	0	0	False	False	False	True	4.5998270000000007e-07	1.2140691899999992e-05	4.962172799999993e-06
MICOS10	0	0	0	False	False	False	True	1.0244419999999997e-07	1.8386392e-06	7.773751999999996e-07
OR6C3	1	0	0	False	False	False	True	2.358679e-07	7.890347199999998e-06	3.2108449e-06
TRUB1	0	1	0	False	False	False	True	4.6993869999999993e-07	9.052861100000008e-06	4.2041644e-06
DCDC2B	1	1	0	False	False	False	True	6.181945999999999e-07	9.142517400000002e-06	3.4867605e-06
CREG2	1	0	0	False	False	False	True	3.621746e-07	8.718463999999993e-06	4.0971975000000036e-06
FGF19	0	1	0	False	False	False	True	2.941064e-07	7.1259099e-06	3.474869300000003e-06
INAVA	2	0	0	False	False	False	True	6.281346e-07	1.743881320000001e-05	7.107020499999996e-06
HDAC10	0	3	0	False	False	False	True	7.523163000000005e-07	2.1776137900000087e-05	1.1642772600000013e-05
SEC24A	1	0	0	False	False	False	True	1.6684418000000008e-06	2.694624570000001e-05	1.0227210199999993e-05
HDHD3	0	0	0	False	False	False	True	4.318058e-07	8.652025299999998e-06	3.463784100000002e-06
SMARCA5	0	2	0	False	False	False	True	2.4529959999999974e-06	2.8422429600000034e-05	9.502454400000003e-06
FSTL4	1	0	0	False	False	False	True	1.661410500000001e-06	2.8323163599999917e-05	1.3258516999999964e-05
SNX6	0	0	0	False	False	False	True	8.719197999999999e-07	9.553040699999992e-06	3.5701002000000006e-06
FAT1	19	82	8	False	False	False	True	5.933306700000005e-06	0.0001400683287000006	6.438836010000002e-05
HNRNPA0	0	1	1	False	False	False	True	2.9795660000000006e-07	9.015944600000006e-06	4.206171300000001e-06
GSTO1	1	0	0	False	False	False	True	2.7852349999999997e-07	6.259378299999986e-06	2.438859299999997e-06
DDB1	0	1	0	False	False	False	True	1.5983841999999999e-06	3.706733279999996e-05	1.565186439999999e-05
CD83	0	0	0	False	False	False	True	4.666353000000001e-07	5.672149200000006e-06	2.4387255999999993e-06
RPS11	0	0	0	False	False	False	True	2.8752550000000007e-07	5.492768999999996e-06	2.1822423999999997e-06
CKAP2L	0	1	0	False	False	False	True	1.0056763000000002e-06	1.8619569799999995e-05	7.2255019000000045e-06
CNBP	0	0	0	False	False	False	True	3.536828e-07	5.892015000000003e-06	1.9443718e-06
FARP2	0	2	0	False	False	False	True	1.6216406999999982e-06	3.38986476e-05	1.4812817400000018e-05
PSMC5	0	3	0	False	True	False	False	5.257264999999999e-07	1.3483639099999987e-05	4.793789099999999e-06
MROH7	1	2	0	False	False	False	True	1.7869331999999987e-06	4.029031959999986e-05	1.765860539999999e-05
OR10A7	0	0	0	False	False	False	True	2.3616349999999993e-07	8.7552808e-06	3.3073662999999983e-06
PFKM	0	4	0	False	False	False	True	1.4680023e-06	2.5386186299999896e-05	8.920751800000003e-06
TMC7	0	0	0	False	False	False	True	1.0347820999999999e-06	2.174365030000004e-05	9.272110399999994e-06
CARD6	1	2	0	False	False	False	True	1.5614956000000008e-06	2.503803090000002e-05	9.09013989999999e-06
NUB1	0	0	0	False	False	False	True	9.783202999999995e-07	1.760545190000001e-05	8.270474500000005e-06
DUSP29	1	2	0	False	False	False	True	2.9679849999999986e-07	7.371170899999995e-06	3.0432923e-06
NKG7	0	0	0	False	False	False	True	1.5244760000000005e-07	5.252090800000001e-06	2.5753047000000003e-06
RELA	0	2	0	False	False	False	True	8.672776999999997e-07	1.8609664600000024e-05	7.175144700000005e-06
MRGPRX1	2	2	0	False	False	False	True	3.483049999999999e-07	1.1024924799999985e-05	5.636473700000004e-06
DNAJC5G	0	0	0	False	False	False	True	1.5992789999999996e-07	5.097255099999996e-06	2.3043896000000003e-06
RMND5A	0	1	0	False	False	False	True	6.313729000000001e-07	8.321353800000006e-06	2.9078832999999997e-06
PRG2	0	0	0	False	False	False	True	5.011753e-07	7.044210500000003e-06	2.569666800000004e-06
RECQL	0	2	0	False	False	False	True	8.889361999999997e-07	1.6733535200000034e-05	6.481385899999991e-06
RNLS	0	1	0	False	False	False	True	5.055182999999999e-07	9.169916600000007e-06	3.426560600000003e-06
EPYC	0	1	0	False	False	False	True	6.471170999999998e-07	8.557406899999983e-06	3.061421900000001e-06
ANO10	0	2	0	False	False	False	True	8.338371000000002e-07	1.7459443400000005e-05	6.798584e-06
EIF4EBP3	0	1	0	False	False	False	True	1.8101269999999995e-07	3.0447928999999976e-06	1.4571548000000008e-06
ENSG00000285082	0	0	0	False	False	False	True	4.7380299999999994e-08	1.2644441999999995e-06	6.539434000000004e-07
SPATA17	0	0	0	False	False	False	True	1.2897768000000009e-06	9.546775200000013e-06	3.3659871999999985e-06
FAM240C	0	0	0	False	False	False	True			
DYDC2	0	0	0	False	False	False	True	2.006521e-07	3.788898600000005e-06	1.4195115000000003e-06
GAS6	1	1	0	False	False	False	True	1.0470654e-06	2.7032911400000085e-05	1.4699950500000013e-05
IFNA7	0	0	0	False	False	False	True	1.6827639999999996e-07	3.998620100000002e-06	1.3607635000000001e-06
PKD2L1	0	0	0	False	False	False	True	1.3977606000000008e-06	2.3873360999999964e-05	1.0087637199999996e-05
CXCL16	0	0	0	False	False	False	True	2.2201660000000003e-07	6.961804699999995e-06	3.3507553999999955e-06
TSNAX	0	1	0	False	False	False	True	4.864629000000001e-07	7.049186199999994e-06	2.4289216999999993e-06
ANAPC10	0	0	0	False	False	False	True	3.160341999999999e-07	5.106647900000004e-06	1.346069499999999e-06
SPN	0	0	0	False	False	False	True	2.86197e-07	1.362611110000002e-05	5.9906327999999986e-06
THNSL2	0	3	0	False	False	False	True	6.802317000000003e-07	1.5220362500000012e-05	6.8026550999999935e-06
PHAX	0	1	0	False	False	False	True	1.0531346000000003e-06	9.729881900000002e-06	3.733301299999997e-06
TBC1D16	1	2	0	False	False	False	True	8.902506999999999e-07	3.016966760000004e-05	1.5179192899999983e-05
ATF5	0	0	0	False	False	False	True	2.894494000000001e-07	8.13298479999998e-06	3.734010500000002e-06
USP1	1	1	0	False	False	False	True	1.0180286999999993e-06	1.6619140699999945e-05	6.427590500000004e-06
SLC35C2	0	0	0	False	False	False	True	2.5992399999999986e-07	1.1488197500000013e-05	6.341162000000001e-06
USP17L23	0	0	0	False	False	False	True			
DCUN1D5	0	0	0	False	False	False	True	3.688230999999998e-07	5.940838899999997e-06	2.1438933e-06
HSD11B1L	1	0	0	False	False	False	True	3.729362000000001e-07	9.646872900000012e-06	4.954155800000004e-06
OR4K1	0	1	0	False	False	False	True	3.491457000000001e-07	8.582341899999987e-06	3.1550729999999983e-06
CBLN1	0	0	0	False	False	False	True	1.8863489999999998e-07	5.205029099999992e-06	2.4619019999999976e-06
PDS5A	0	2	0	False	False	False	True	2.158427400000001e-06	3.334881579999992e-05	1.2083079700000007e-05
TRIM71	1	5	0	False	False	False	True	1.3640443000000004e-06	3.02122799e-05	1.4198700799999988e-05
POU6F2	1	1	0	False	False	False	True	1.0600655000000002e-06	2.116596829999999e-05	1.0447760200000009e-05
UBASH3B	1	1	0	False	False	False	True	1.204194700000001e-06	1.9818718699999984e-05	9.148253700000008e-06
ZNF671	0	1	0	False	False	False	True	1.1416435999999998e-06	1.5616599899999987e-05	5.676773100000008e-06
SFTPC	0	2	0	False	False	False	True	2.0871339999999997e-07	6.064932100000007e-06	2.9884959999999963e-06
CPNE8	0	1	0	False	False	False	True	8.215263000000003e-07	1.437919740000002e-05	5.505865599999993e-06
HEXB	0	1	0	False	False	False	True	9.239836999999999e-07	1.3610344500000036e-05	5.335278799999997e-06
IFNGR2	0	0	0	False	False	False	True	2.9052e-08	6.234726000000001e-07	4.1363099999999995e-07
DUS4L	0	1	0	False	False	False	True	3.842216000000002e-07	8.021615699999997e-06	2.8313283999999983e-06
CNGB1	0	0	0	False	False	False	True	1.2929259999999983e-06	4.123671909999993e-05	1.9261711599999978e-05
C14orf39	0	0	0	False	False	False	True	1.0256698000000003e-06	1.3620481999999988e-05	5.0509638e-06
HSD3B7	0	1	0	False	False	False	True	4.897932000000001e-07	1.4722035400000003e-05	6.807695599999998e-06
ZFR2	0	1	0	False	False	False	True	1.5141925000000008e-06	3.668788639999989e-05	1.907505489999999e-05
CD80	0	1	0	False	False	False	True	2.643285000000001e-07	7.467047899999992e-06	2.7821758000000035e-06
ENSG00000284431	1	0	0	False	False	False	True	1.7060190000000002e-07	4.389827000000001e-06	1.9378900000000007e-06
ASPA	0	1	0	False	False	False	True	2.959524000000001e-07	8.630012300000013e-06	3.396437799999997e-06
